word,type,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
transgress,verb,/trænsˈɡrɛs/,/trænsˈɡrɛs/,"to violate, go over a limit",The criminal's actions transgressed morality and human decency.,"Vi phạm, Vượt quá, Xâm phạm","violate, infringe, contravene","observe, uphold, comply"
transient,adjective,/ˈtrænziənt/,/ˈtrænziənt/,passing through briefly; passing into and out of existence,"Because virtually everyone in Palm Beach is a tourist, the population of the town is quite transient.","vãng lai, tạm thời, nhất thời","ephemeral, fleeting, transitory","permanent, enduring, perpetual"
transmute,verb,/trænzˈmjuːt/,/trænzˈmjuːt/,to change or alter in form,Ancient alchemists believed that it was possible to transmute lead into gold.,"biến đổi, chuyển hóa","transform, metamorphose, convert","maintain, preserve, stabilize"
travesty,noun,/ˈtrævəsti/,/ˈtrævəsti/,a grossly inferior imitation,"According to the school newspaper's merciless theater critic, Pacific Coast High's rendition of the musical Oklahoma was a travesty of the original.","Sự nhại báng, sự xuyên tạc, trò lố bịch","parody, mockery, distortion","exemplar, paragon, apotheosis"
tremulous,adjective,/ˈtremjələs/,/ˈtremjələs/,fearful,I always feel a trifle tremulous when walking through a graveyard.,"Sợ hãi, lo sợ, rụt rè","quavery, hesitant, wavering","steady, resolute, unwavering"
trenchant,adjective,/ˈtrentʃənt/,/ˈtrentʃənt/,"effective, articulate, clear-cut",The directions that accompanied my new cell phone were trenchant and easy to follow.,"Rõ ràng, mạch lạc, súc tích","incisive, penetrating, sharp","vague, feeble, obtuse"
trepidation,noun,/ˌtrepɪˈdeɪʃn̩/,/ˌtrepɪˈdeɪʃn̩/,"fear, apprehension","Feeling great trepidation, Anya refused to jump into the pool because she thought she saw a shark in it.","Sợ hãi, Hoảng sợ, Lo sợ","apprehension, disquiet, dread","equanimity, composure, serenity"
trite,adjective,/traɪt/,/traɪt/,"not original, overused","Keith thought of himself as being very learned, but everyone else thought he was trite because his observations about the world were always the same as David Letterman's.","Sáo rỗng, Cũ rích","hackneyed, banal, commonplace","original, novel, fresh"
truculent,adjective,/ˈtrʌkjʊlənt/,/ˈtrʌkjələnt/,"ready to fight, cruel","This club doesn't really attract the dangerous types, so why was that bouncer being so truculent?","Hung hăng, Hiếu chiến, Thô bạo","pugnacious, bellicose, belligerent","pacific, amiable, conciliatory"
truncate,verb,/ˈtrʌŋkeɪt/,/ˈtrʌŋkeɪt/,to shorten by cutting off,"After winning the derby, the jockey truncated the long speech he had planned and thanked only his mom and his horse.","rút ngắn, cắt bớt, lược bớt","abridge, curtail, pare","lengthen, extend, prolong"
turgid,adjective,/ˈtɜːdʒɪd/,/ˈtɜːrdʒɪd/,"swollen, excessively embellished in style or language",The haughty writer did not realize how we all really felt about his turgid prose.,"Rườm rà, khoa trương, phô trương","bombastic, grandiloquent, prolix","concise, simple, succinct"
turpitude,noun,/ˈtɜːpɪtjuːd/,/ˈtɜːrpɪtuːd/,"depravity, moral corruption",Sir Marcus's chivalry often contrasted with the turpitude he exhibited with the ladies at the tavern.,"suy đồi đạo đức, sa đọa, bại hoại","depravity, baseness, wickedness","virtue, probity, morality"
ubiquitous,adjective,/juːˈbɪkwɪtəs/,/juːˈbɪkwɪtəs/,"existing everywhere, widespread",It seems that everyone in the United States has a television. The technology is ubiquitous here.,"phổ biến, có mặt khắp nơi, rộng khắp","omnipresent, pervasive, universal","rare, scarce, localized"
umbrage,noun,/ˈʌmbrɪdʒ/,/ˈʌmbrɪdʒ/,"resentment, offense","He called me a lily-livered coward, and I took umbrage at the insult.","Phật ý, bực tức, tức giận","resentment, pique, indignation","pleasure, delight, gratification"
uncanny,adjective,/ʌnˈkæni/,/ʌnˈkæni/,of supernatural character or origin,Luka had an uncanny ability to know exactly what other people were thinking. She also had an uncanny ability to shoot fireballs from her hands.,"Siêu nhiên, huyền bí, kỳ ảo","eerie, preternatural, supernatural","ordinary, commonplace, natural"
unctuous,adjective,/ˈʌŋktʃuəs/,/ˈʌŋktʃuəs/,"smooth or greasy in texture, appearance, manner","The unctuous receptionist seemed untrustworthy, as if she was only being helpful because she thought we might give her a big tip.","Bóng bẩy, nịnh bợ, ngọt xớt","obsequious, sycophantic, fawning","genuine, sincere, forthright"
undulate,verb,/ˈʌndjuleɪt/,/ˈʌndʒəleɪt/,to move in waves,"As the storm began to brew, the placid ocean began to undulate to an increasing degree.","Gợn sóng, nhấp nhô, dao động","ripple, billow, surge","flatten, stabilize, stiffen"
upbraid,verb,/ʌpˈbreɪd/,/ʌpˈbreɪd/,to criticize or scold severely,The last thing Lindsay wanted was for Lisa to upbraid her again about missing the rent payment.,"Khiển trách, mắng mỏ, quở trách","castigate, admonish, reprove","commend, laud, extol"
usurp,verb,/juːˈzɜːp/,/juˈzɜːrp/,"to seize by force, take possession of without right","The rogue army general tried to usurp control of the government, but he failed because most of the army backed the legally elected president.","Tiếm quyền, Soán ngôi, Cướp chính quyền","arrogate, commandeer, appropriate","relinquish, cede, abdicate"
utilitarian,adjective,/juːˌtɪlɪˈteərɪən/,/juˌtɪləˈtɛriən/,relating to or aiming at usefulness,"The beautiful, fragile vase couldn't hold flowers or serve any other utilitarian purpose.","Thực dụng, Hữu dụng, Thiết thực","pragmatic, functional, practical","ornamental, aesthetic, ornate"
utopia,noun,/juːˈtəʊpɪə/,/juˈtoʊpiə/,an imaginary and remote place of perfection,"Everyone in the world wants to live in a utopia, but no one can agree how to go about building one.","Xã hội lý tưởng, Thế giới lý tưởng, Thiên đường","paradise, Eden, bliss","dystopia, pandemonium, inferno"
vacillate,verb,/ˈvæsɪleɪt/,/ˈvæsəleɪt/,"to fluctuate, hesitate","I prefer a definite answer, but my boss kept vacillating between the distinct options available to us.","Lưỡng lự, phân vân, dao động","oscillate, prevaricate, equivocate","resolve, persevere, determine"
vacuous,adjective,/ˈvækjuəs/,/ˈvækjuəs/,"lack of content or ideas, stupid",Beyonce realized that the lyrics she had just penned were completely vacuous and tried to add more substance.,"Nông cạn, Rỗng tuếch, Vô nghĩa","inane, devoid, frivolous","sagacious, profound, astute"
validate,verb,/ˈvælɪdeɪt/,/ˈvælɪdeɪt/,"to confirm, support, corroborate",Yoko's chemistry lab partner was asleep during the experiment and could not validate the accuracy of her methods.,"Xác nhận, kiểm chứng","corroborate, substantiate, affirm","invalidate, repudiate, belie"
vapid,adjective,/ˈvæpɪd/,/ˈvæpɪd/,"lacking liveliness, dull",The professor's comments about the poem were surprisingly vapid and dull.,"Nhạt nhẽo, tẻ nhạt, vô vị","insipid, jejune, prosaic","piquant, trenchant, scintillating"
variegated,adjective,/ˈveərɪɡeɪtɪd/,/ˈverɪɡeɪtɪd/,"diversified, distinctly marked",Each wire in the engineering exam was variegated by color so that the students could figure out which one was which.,"Đa dạng, nhiều màu, khác màu","motley, kaleidoscopic, dappled","monochromatic, uniform, homogeneous"
vehemently,adverb,/ˈviːəməntli/,/ˈviːəməntli/,marked by intense force or emotion,The candidate vehemently opposed cutting back on Social Security funding.,"Kịch liệt, mạnh mẽ, quyết liệt","ardently, fervently, impetuously","dispassionately, apathetically, nonchalantly"
veneer,noun,/vəˈnɪə/,/vəˈnɪər/,"a superficial or deceptively attractive appearance, façade","Thanks to her Chanel makeup, Shannen was able to maintain a veneer of perfection that hid the flaws underneath.","Vỏ bọc, mặt nạ","facade, disguise, surface","reality, core, substance"
venerable,adjective,/ˈvɛnərəbəl/,/ˈvɛnərəbəl/,deserving of respect because of age or achievement,The venerable Supreme Court justice had made several key rulings in landmark cases throughout the years.,"Đáng kính, Tôn kính","esteemed, revered, august","contemptible, ignoble, dishonorable"
venerate,verb,/ˈvɛnəreɪt/,/ˈvɛnəreɪt/,to regard with respect or to honor,"The tribute to John Lennon sought to venerate his music, his words, and his legend.","Tôn vinh, Tôn kính, Kính trọng","revere, idolize, hallow","scorn, disdain, execrate"
veracity,noun,/vəˈræṣɪti/,/vəˈræṣɪti/,"truthfulness, accuracy","With several agencies regulating the reports, it was difficult for Latifah to argue against its veracity.","Sự xác thực, Tính xác thực, Độ chính xác","accuracy, probity, candor","falsity, duplicity, mendacity"
verbose,adjective,/vɜːˈbəʊs/,/vərˈboʊs/,"wordy, impaired by wordiness","It took the verbose teacher two hours to explain the topic, while it should have taken only fifteen minutes.","Dài dòng, rườm rà, lắm lời","loquacious, prolix, garrulous","terse, laconic, concise"
verdant,adjective,/ˈvɜːd(ə)nt/,/ˈvɜːrdənt/,green in tint or color,The verdant leaves on the trees made the world look emerald.,"Xanh tươi, Xanh mướt, Xanh ngắt","lush, florid, burgeoning","barren, arid, sterile"
vestige,noun,/ˈvɛstɪdʒ/,/ˈvɛstɪdʒ/,a mark or trace of something lost or vanished,Do you know if the Mexican tortilla is a vestige of some form of Aztec corn-based flat bread?,"Dấu tích, tàn dư, dấu vết","relic, remnant, artifact","omnipresence, entirety, totality"
vex,verb,/vɛks/,/vɛks/,to confuse or annoy,My little brother vexes me by poking me in the ribs for hours on end.,"chọc tức, quấy rầy, làm phiền","exasperate, irk, gall","mollify, placate, appease"
vicarious,adjective,/vɪˈkɛərɪəs/,/vɪˈkɛərɪəs/,experiencing through another,All of my lame friends learned to be social through vicarious involvement in my amazing experiences.,"Gián tiếp, Qua người khác, Cảm thụ hộ","empathetic, surrogate, delegated","firsthand, direct, unmediated"
vicissitude,noun,/vɪˈsɪsɪtjuːd/,/vɪˈsɪsɪtuːd/,event that occurs by chance,The vicissitudes of daily life prevent me from predicting what might happen from one day to the next.,"Biến cố, bất trắc, biến động","fluctuation, permutation, contingency","constancy, permanence, stability"
vigilant,adjective,/ˈvɪdʒɪlənt/,/ˈvɪdʒɪlənt/,"watchful, alert","The guards remained vigilant throughout the night, but the enemy never launched the expected attack.","Cảnh giác, canh chừng, đề phòng","watchful, alert, circumspect","heedless, oblivious, complacent"
vilify,verb,/ˈvɪlɪfaɪ/,/ˈvɪləfaɪ/,"to lower in importance, defame","After the Watergate scandal, almost any story written about President Nixon sought to vilify him and criticize his behavior.","Bôi nhọ, Phỉ báng, Bêu xấu","denigrate, disparage, malign","laud, extol, commend"
vindicate,verb,/ˈvɪndɪkeɪt/,/ˈvɪndɪkeɪt/,to avenge; to free from allegation; to set free,The attorney had no chance of vindicating the defendant with all of the strong evidence presented by the state.,"Minh oan, chứng minh vô tội, giải tội","exculpate, exonerate, absolve","incriminate, inculpate, impugn"
vindictive,adjective,/vɪnˈdɪktɪv/,/vɪnˈdɪktɪv/,vengeful,"The vindictive madman seeks to exact vengeance for any insult that he perceives is directed at him, no matter how small.","Thù hằn, Cay cú, Hằn học","vengeful, retaliatory, punitive","forgiving, merciful, benevolent"
virtuoso,noun,/ˌvɜːtʃuˈəʊsəʊ/,/ˌvɜːrtʃuˈoʊsoʊ/,one who excels in an art; a highly skilled musical performer,"Even though Lydia has studied piano for many years, she's only average at it. She's no virtuoso, that's for sure.","Bậc thầy, Tuyệt kỹ gia, Kỳ tài","prodigy, maestro, expert","amateur, novice, tyro"
viscous,adjective,/ˈvɪskəs/,/ˈvɪskəs/,"not free flowing, syrupy",The viscous syrup took three minutes to pour out of the bottle.,"Đặc quánh, Sánh, Đậm đặc","gelatinous, viscid, glutinous","watery, fluid, thin"
vitriolic,adjective,/ˌvɪtriˈɒlɪk/,/ˌvɪtriˈɑːlɪk/,having a caustic quality,"When angry, the woman would spew vitriolic insults.","Độc địa, cay nghiệt, chua ngoa","acrimonious, mordant, acerbic","benevolent, genial, laudatory"
vituperate,verb,/vɪˈtjuːpəreɪt/,/vɪˈtuːpəreɪt/,to berate,"Jack ran away as soon as his father found out, knowing he would be vituperated for his unseemly behavior.","Mắng nhiếc, la mắng, trách mắng","berate, castigate, lambaste","commend, extol, laud"
vivacious,adjective,/vɪˈveɪʃəs/,/vɪˈveɪʃəs/,"lively, sprightly",The vivacious clown makes all of the children laugh and giggle with his friendly antics.,"Sôi nổi, hoạt bát, năng động","ebullient, effervescent, exuberant","languid, lethargic, subdued"
vocation,noun,/vəʊˈkeɪʃn/,/voʊˈkeɪʃn/,"the work in which someone is employed, profession","After growing tired of the superficial world of high-fashion, Edwina decided to devote herself to a new vocation: social work.","Nghề nghiệp, công việc, sự nghiệp","métier, calling, profession","avocation, hobby, pastime"
vociferous,adjective,/vəˈsɪfərəs/,/voʊˈsɪfərəs/,"loud, boisterous",I'm tired of his vociferous whining so I'm breaking up with him.,"ầm ĩ, ồn ào, om sòm","clamorous, obstreperous, strident","quiet, subdued, taciturn"
wallow,verb,/ˈwɒləʊ/,/ˈwɑːloʊ/,to roll oneself indolently; to become or remain helpless,My roommate can't get over her breakup with her boyfriend and now just wallows in self-pity.,"Đắm chìm, chìm đắm, sa lầy","luxuriate, revel, flounder","abstain, refrain, spurn"
wane,verb,/weɪn/,/weɪn/,"to decrease in size, dwindle",Don't be so afraid of his wrath because his influence with the president is already beginning to wane.,"suy yếu, giảm sút, mờ nhạt","diminish, ebb, recede","wax, escalate, burgeon"
wanton,adjective,/ˈwɒntən/,/ˈwɑːntən/,"undisciplined, lewd, lustful",Vicky's wanton demeanor often made the frat guys next door very excited.,"Dâm đãng, lả lơi, trơ trẽn","gratuitous, egregious, licentious","justifiable, virtuous, restrained"
whimsical,adjective,/ˈwɪmzɪkl̩/,/ˈwɪmzɪkəl/,"fanciful, full of whims",The whimsical little girl liked to pretend that she was an elvin princess.,"Mơ mộng, bay bổng, tùy hứng","capricious, fanciful, eccentric","practical, conventional, solemn"
