word,type,cefr,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
pellucid,adjective,c2,/pɛˈljuːsɪd/,/pɛˈluːsɪd/,"Transparent, translucent; clear, easy to understand",The pellucid mountain stream revealed every colorful stone on its bed.,"Trong veo, rõ ràng, minh bạch","limpid, lucid, perspicuous","opaque, abstruse, recondite"
penitent,adjective,c2,/ˈpɛnɪtənt/,/ˈpɛnɪtənt/,"Regretful, feeling remorse for one's sins or misdeeds (adj); a person who feels this way (noun)",The truly penitent criminal expressed deep remorse for his actions and sought forgiveness.,"Ăn năn, Hối lỗi, Sám hối","contrite, remorseful, repentant","impenitent, unapologetic, obdurate"
penumbra,noun,c2,/pɪˈnʌmbrə/,/pɪˈnʌmbrə/,"Outer part of a shadow from an eclipse; any surrounding region, fringe, periphery; any area where something ""sort of"" exists","During a partial eclipse, the moon passes through the Earth's penumbra, casting a faint shadow.","Bán ảnh, Vùng rìa, Vùng xám","fringe, periphery, liminality","core, crux, clarity"
penury,noun,c2,/ˈpɛnjʊri/,/ˈpɛnjəri/,Extreme poverty or scarcity,"After losing all his investments, he was reduced to a state of penury, relying on charity for survival.","Bần cùng, Nghèo đói cùng cực, Túng quẫn","indigence, destitution, privation","affluence, opulence, prosperity"
per se,adverb,c2,/ˌpɜː ˈseɪ/,/ˌpɜːr ˈseɪ/,Intrinsically; by itself; in itself,"The design per se isn't flawed, but the execution of it leaves much to be desired.","Bản thân nó, Tự thân, Vốn dĩ","Inherently, Intrinsically, Fundamentally","Extrinsically, Contextually, Relatively"
peregrinate,verb,c2,/ˈpɛrɪɡrɪneɪt/,/ˈpɛrɪɡrɪneɪt/,"Travel from place to place, esp. on foot","Monks often peregrinate from monastery to monastery, seeking spiritual enlightenment.","du ngoạn, lữ hành, đi bộ đường dài","perambulate, itinerate, traverse","reside, dwell, abide"
perennial,adjective,c2,/pəˈrɛniəl/,/pəˈrɛniəl/,"Lasting through the years or indefinitely, enduring; recurring","The perennial flowers in the garden bloom reliably every spring, year after year.","vĩnh cửu, lâu năm, trường kỳ","Everlasting, Enduring, Perpetual","Ephemeral, Transient, Transitory"
perfunctory,adjective,c2,/pəˈfʌŋktəri/,/pərˈfʌŋktəri/,"Done superficially, without much care, or merely as routine",His perfunctory greeting indicated that he wasn't truly interested in the conversation.,"qua loa, sơ sài, cho có lệ","cursory, superficial, mechanical","meticulous, thorough, conscientious"
peripatetic,adjective,c2,/ˌperɪpəˈtetɪk/,/ˌperəpəˈtetɪk/,Journeying from place to place; traveling on foot,The peripatetic lifestyle of the traveling salesman meant he rarely spent more than a few days in one place.,"nay đây mai đó, lưu động, bôn ba","itinerant, nomadic, roving","sedentary, stationary, rooted"
pernicious,adjective,c2,/pəˈnɪʃəs/,/pərˈnɪʃəs/,"Very harmful or destructive, deadly",The pernicious effects of the propaganda gradually eroded public trust in the government.,"Độc hại, Tai hại, Ác tính","Deleterious, Baleful, Noxious","Salutary, Beneficial, Propitious"
perspicacious,adjective,c2,/ˌpɜːspɪˈkeɪʃəs/,/ˌpɜːrspɪˈkeɪʃəs/,Having penetrating insight or good discernment,Her perspicacious analysis of the complex data revealed a key insight others had missed.,"Tinh tường, Minh mẫn, Sáng suốt","Astute, Sagacious, Discerning","Obtuse, Gullible, Undiscerning"
phalanx,noun,c2,/ˈfælænks/,/ˈfeɪlæŋks/,Formation of soldiers carrying shields close together for defense; any very close group of people,"A phalanx of reporters surrounded the celebrity, eager for an exclusive statement.","Đội hình phalanx, Khối quân, Đám đông dày đặc","cohort, legion, battalion","fragmentation, dispersal, atomization"
philistine,noun,c2,/fɪˈlɪstaɪn/,/fɪˈlɪstiːn/,Person deficient in or hostile to culture,"The art critic dismissed the popular blockbuster as entertainment for philistines, lacking any true artistic merit.","Vô văn hóa, Kém văn hóa, Người thô tục","barbarian, lowbrow, boor","connoisseur, aesthete, cognoscente"
phlegmatic,adjective,c2,/flɛɡˈmætɪk/,/flɛɡˈmætɪk/,"Apathetic, sluggish, not easily excited or made emotional","Even in the face of chaos, her phlegmatic demeanor remained unshaken, calmly assessing the situation.","Lãnh đạm, Điềm tĩnh, Chậm chạp","imperturbable, stoic, stolid","mercurial, fervent, histrionic"
platitude,noun,c2,/ˈplætɪtjuːd/,/ˈplætɪtuːd/,"A shallow, overused statement; cliche","His speech was full of meaningless platitudes about hard work and success, offering no original insights.","Sáo ngữ, lời sáo rỗng, câu nói cũ rích","truism, bromide, hackneyed expression","insight, profundity, originality"
plebian,adjective,c2,/plɪˈbiːən/,/plɪˈbiːən/,Of the common people,"The senator's refined tastes stood in stark contrast to his plebian origins, which he rarely mentioned.","bình dân, thường dân, dân thường","proletarian, demotic, ignoble","aristocratic, patrician, genteel"
plethora,noun,c2,/ˈplɛθərə/,/ˈplɛθərɚ/,Excess; excessive amount,"The restaurant offered a plethora of desserts, making it difficult to choose just one.","Thừa mứa, Dồi dào, Vô số","profusion, superfluity, surfeit","scarcity, dearth, paucity"
plucky,adjective,c2,/ˈplʌki/,/ˈplʌki/,"Brave, spirited","The plucky young hero, despite facing overwhelming odds, never gave up the fight.","Dũng cảm, Gan dạ, Kiên cường","resilient, undaunted, valiant","pusillanimous, craven, timorous"
plutocracy,noun,c2,/pluːˈtɒkrəsi/,/pluːˈtɑːkrəsi/,Rule by the wealthy,Many feared that the growing influence of the super-rich was turning the nation into a plutocracy.,"Chế độ tài phiệt, Chế độ của cải, Chế độ nhà giàu","oligarchy, aristocracy, elitism","democracy, egalitarianism, meritocracy"
polemic,noun,c2,/pəˈlɛmɪk/,/pəˈlɛmɪk/,"Controversial argument, esp. one attacking a specific idea","His essay was a strong polemic against the current education system, advocating for radical changes.","Luận chiến, Bút chiến, Bài công kích","diatribe, harangue, denunciation","conciliation, panegyric, consensus"
politic,adjective,c2,/ˈpɒlɪtɪk/,/ˈpɑːlɪtɪk/,"Shrewd, pragmatic; tactful or diplomatic",It would not be politic to mention her recent failures during the promotion interview.,"Khôn khéo, Thực dụng, Tế nhị","astute, sagacious, discreet","imprudent, indiscreet, injudicious"
polyglot,noun,c2,/ˈpɒlɪɡlɒt/,/ˈpɑːlɪɡlɑːt/,"Speaking or composed of many languages (of a person, book, etc.); a person who knows several languages","As a polyglot, she found it easy to travel through Europe, conversing with locals in several different languages.","Đa ngôn ngữ, Người đa ngôn ngữ, Người thông thạo nhiều thứ tiếng","multilingual, linguist, cosmopolitan","monolingual, unilingual, parochial"
posit,verb,c2,/ˈpɒzɪt/,/ˈpɑːzɪt/,"Presume, suggest, put forward (an idea)",The scientist continued to posit new hypotheses based on the experimental data.,"Cho rằng, Đề xuất, Đặt ra","postulate, propose, advance","refute, contradict, discredit"
prattle,verb,c2,/ˈprætəl/,/ˈpræt̬əl/,"Talk in an idle, simple-minded, meaningless, or foolish way; chatter, babble","The toddlers would prattle on about their imaginary friends, oblivious to the adults around them.","Luyên thuyên, nói nhảm, nói vớ vẩn","jabber, blather, ramble","articulate, elucidate, succinct"
precipitate,verb,c2,/prɪˈsɪpɪteɪt/,/prɪˈsɪpəteɪt/,"Cause to happen suddenly or prematurely; fling, plunge, or hurl down",The unexpected declaration of war threatened to precipitate an economic downturn.,"Thúc đẩy, Gây ra, Lao xuống","expedite, catalyze, instigate","forestall, impede, stymie"
précis,noun,c2,/ˈpreɪsiː/,/ˈpreɪsiː/,"Concise summary, abstract",The editor requested a brief précis of the novel before committing to a full read.,"Tóm tắt, Bản tóm tắt, Tóm lược","abstract, synopsis, recapitulation","elaboration, exposition, disquisition"
predilection,noun,c2,/ˌpriːdɪˈlɛkʃən/,/ˌprɛdəˈlɛkʃən/,"Preference, tendency or favorability towards","He had a strong predilection for spicy food, often adding extra chili to his meals.","Thiên hướng, Sở thích, Ưu ái","inclination, propensity, penchant","aversion, antipathy, repugnance"
prescient,adjective,c2,/ˈpreʃɪənt/,/ˈpreʃənt/,"Having foreknowledge or foresight, seeing the future",Her *prescient* comments about the new product's failure proved accurate when it was recalled a month later.,"tiên tri, tiên kiến, thấu thị","prophetic, foresighted, prognosticative","myopic, unperceptive, improvident"
preternatural,adjective,c2,/ˌpriːtəˈnætʃərəl/,/ˌpriːtərˈnætʃərəl/,"Supernatural, exceptional","The detective had a *preternatural* ability to spot details that others missed, leading to many solved cases.","Siêu nhiên, Phi thường, Kỳ lạ","extraordinary, uncanny, transcendent","ordinary, mundane, conventional"
prevaricate,verb,c2,/prɪˈværɪkeɪt/,/prɪˈværɪkeɪt/,"Stray from the truth, mislead, lie","When asked directly about the missing funds, the treasurer began to *prevaricate*, avoiding a direct answer.","Nói quanh co, Lảng tránh sự thật, Đánh lạc hướng","equivocate, dissemble, hedge","disclose, affirm, acknowledge"
primacy,noun,c2,/ˈpraɪməsi/,/ˈpraɪməsi/,The state of being first or most important,"The company strives for *primacy* in technological innovation, always aiming to be first to market with new features.","Ưu thế, Sự thống trị, Thế thượng phong","dominance, preeminence, ascendancy","subservience, subordination, inferiority"
proclivity,noun,c2,/prəˈklɪvəti/,/prəˈklɪvəti/,"Inclination, natural tendency","He had a *proclivity* for taking risks, which often led him into adventurous but sometimes dangerous situations.","Thiên hướng, Khuynh hướng, Xu hướng","predilection, propensity, penchant","aversion, disinclination, antipathy"
prolix,adjective,c2,/prəʊˈlɪks/,/proʊˈlɪks/,"Excessively long and wordy (of a person, piece of writing, etc.)","The professor's prolix lecture went on for three hours, filled with unnecessary details and digressions.","Dài dòng, Rườm rà, Văn vẻ","verbose, garrulous, periphrastic","concise, terse, laconic"
propagate,verb,c2,/ˈprɒpəɡeɪt/,/ˈprɑːpəɡeɪt/,"Reproduce, spread, increase",The gardener worked to propagate the rare plant by taking cuttings and planting them in new soil.,"sinh sản, lan truyền, truyền bá","disseminate, proliferate, promulgate","suppress, stifle, eradicate"
propensity,noun,c2,/prəˈpensɪti/,/prəˈpensəti/,Natural inclination or tendency,"He had a propensity for getting into trouble, always finding himself in the middle of some mischievous plan.","Thiên hướng, Khuynh hướng, Xu hướng","predilection, proclivity, penchant","aversion, disinclination, antipathy"
prophetic,adjective,c2,/prəˈfetɪk/,/prəˈfɛtɪk/,"Relating to prophesy, predicting, ominous",Her prophetic dream accurately foretold the unexpected changes that would occur in the company's future.,"Tiên tri, Tiên đoán, Sấm truyền","prescient, foresightful, oracular","myopic, improvident, retrospective"
propitiate,verb,c2,/prəˈpɪʃieɪt/,/prəˈpɪʃieɪt/,"Attempt to reconcile with, satisfy, or reduce the animosity of (a person who is angry, offended, etc.)","To propitiate the angry gods, the ancient people offered sacrifices and prayers.","Làm nguôi ngoai, Hòa giải, Chuộc lỗi","appease, placate, mollify","exacerbate, antagonize, incense"
propitious,adjective,c2,/prəˈpɪʃəs/,/prəˈpɪʃəs/,"Favorable, giving good signs for the future, likely to work out; kind or forgiving",The propitious weather allowed us to complete the outdoor concert without any delays.,"Thuận lợi, Tốt lành, Điềm lành","auspicious, felicitous, providential","inauspicious, adverse, ominous"
providential,adjective,c2,/ˌprɒvɪˈdɛnʃəl/,/ˌprɑːvɪˈdɛnʃəl/,"Lucky, fortunate, or relating to divine care (the idea that a deity has helped or cared for a person)",It was providential that they found the lost hikers just before the blizzard hit.,"Hồng ân, Thiên định, Ơn trời","fortuitous, auspicious, serendipitous","inauspicious, calamitous, adverse"
proxy,noun,c2,/ˈprɒksi/,/ˈprɑːksi/,"Agent, substitute, person authorized to act on behalf of another","She voted by proxy, allowing her sister to cast her ballot on her behalf.","Đại diện, Người ủy quyền, Người thay mặt","delegate, surrogate, emissary","principal, sovereign, proprietor"
puerile,adjective,c2,/ˈpjʊəraɪl/,/ˈpjʊərɪl/,"Juvenile, immature",His puerile jokes during the serious meeting annoyed his colleagues.,"Trẻ con, Ấu trĩ, Thiếu chín chắn","callow, fatuous, jejune","sagacious, judicious, astute"
pugilism,noun,c2,/ˈpjuːdʒɪlɪzəm/,/ˈpjuːdʒɪlɪzəm/,"boxing, fighting with the fists",Fans of pugilism gathered to watch the heavyweight championship bout.,"Quyền anh, Đấm bốc, Võ đấm bốc","Fisticuffs, Prize-fighting, Brawling","Conciliation, Amity, Concord"
puissance,noun,c2,/ˈpjuːɪsəns/,/ˈpjuːɪsəns/,"Power, might",The country's economic puissance was a significant factor in its diplomatic negotiations.,"Quyền lực, Sức mạnh, Uy lực","hegemony, ascendancy, supremacy","impotence, enfeeblement, vassalage"
pulchritude,noun,c2,/ˈpʌlkrɪtjuːd/,/ˈpʌlkrɪtuːd/,Physical beauty,The photographer was renowned for capturing the natural pulchritude of the human form.,"Sắc đẹp, Nhan sắc, Dung nhan","comeliness, aesthetic appeal, allure","hideousness, repulsiveness, grotesqueness"
pungent,adjective,c2,/ˈpʌndʒənt/,/ˈpʌndʒənt/,"Having a sharp taste or smell; biting, stimulating, sharp",The air was filled with the pungent aroma of garlic and spices from the kitchen.,"cay nồng, hăng, gắt","acrid, piquant, acerbic","insipid, bland, vapid"
pusillanimous,adjective,c2,/ˌpjuːsɪˈlænɪməs/,/ˌpjuːsɪˈlænɪməs/,"Cowardly, timid",He was too pusillanimous to confront his boss about the unfair workload.,"Hèn nhát, nhút nhát, yếu bóng vía","craven, timorous, recreant","valiant, intrepid, dauntless"
querulous,adjective,c2,/ˈkwerələs/,/ˈkwerələs/,"Given to complaining, grumbling",The querulous student constantly complained about the difficulty of the assignments.,"cằn nhằn, hay than phiền, hay than vãn","peevish, petulant, cantankerous","complaisant, equable, imperturbable"
