word,type,cefr,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
supposedly,adverb,c1,/səˈpəʊzɪdli/,/səˈpəʊzɪdli/,according to what is generally thought or believed but not known for certain,The novel is supposedly based on a true story.,"được cho là, nghe nói là, theo như người ta nói","allegedly, ostensibly, reputedly","undeniably, verifiably, conclusively"
suppress,verb,c1,/səˈpres/,/səˈpres/,"to put an end, often by force, to a group or an activity that is believed to threaten authority",The rebellion was brutally suppressed.,"trấn áp, đàn áp, dẹp bỏ","quash, subdue, repress","incite, foment, instigate"
supreme,adjective,c1,/suˈpriːm/,/suˈpriːm/,highest in rank or position,the Supreme Commander of the armed forces,"Tối cao, Thượng đẳng, Tối thượng","paramount, preeminent, sovereign","subordinate, ancillary, subservient"
surge,noun,c1,/sɜːdʒ/,/sɜːrdʒ/,a sudden increase of a strong feeling,She felt a sudden surge of anger.,"dâng trào, bùng lên, trỗi dậy","upsurge, outburst, eruption","wane, subside, abatement"
surge,verb,c1,/sɜːdʒ/,/sɜːrdʒ/,to move quickly and with force in a particular direction,The gates opened and the crowd surged forward.,"tràn lên, dâng trào, ào ạt","gush, erupt, deluge","recede, subside, dwindle"
surgical,adjective,c1,/ˈsɜːdʒɪkl/,/ˈsɜːrdʒɪkl/,used in or connected with surgery,surgical procedures,"Phẫu thuật, Ngoại khoa, Thuộc phẫu thuật","operative, clinical, therapeutic","conservative, non-invasive, palliative"
surplus,noun,c1,/ˈsɜːpləs/,/ˈsɜːrplʌs/,an amount that is extra or more than you need,food surpluses,"Thặng dư, Dư thừa, Số dư","excess, plethora, superfluity","deficit, dearth, paucity"
surrender,verb,c1,/səˈrendə(r)/,/səˈrendər/,"to admit that you have been defeated and want to stop fighting; to allow yourself to be caught, taken prisoner, etc.",The rebel soldiers were forced to surrender.,"đầu hàng, đầu thú, tự nộp mình","capitulate, yield, relinquish","defy, withstand, persevere"
surveillance,noun,c1,/sɜːˈveɪləns/,/sɜːrˈveɪləns/,the act of carefully watching a person suspected of a crime or a place where a crime may be committed,The police are keeping the suspects under constant surveillance.,"Theo dõi, Giám sát, Trinh sát","monitoring, scrutiny, vigilance","privacy, anonymity, neglect"
suspension,noun,c1,/səˈspenʃn/,/səˈspenʃn/,"the act of officially removing somebody from their job, school, team, etc. for a period of time, usually as a punishment",suspension from school,"Đình chỉ, Tạm đình chỉ, Tạm thời đình chỉ","expulsion, dismissal, exclusion","reinstatement, admission, inclusion"
suspicion,noun,c1,/səˈspɪʃn/,/səˈspɪʃn/,"a feeling that somebody has done something wrong, illegal or dishonest, even though you have no proof",They drove away slowly to avoid arousing suspicion.,"Nghi ngờ, Sự nghi ngờ, Mối nghi ngờ","distrust, misgiving, mistrust","credence, confidence, conviction"
suspicious,adjective,c1,/səˈspɪʃəs/,/səˈspɪʃəs/,"feeling that somebody has done something wrong, illegal or dishonest, without having any proof",They became suspicious of his behaviour and contacted the police.,"Nghi ngờ, Đáng ngờ, Hoài nghi","skeptical, distrustful, dubious","trusting, credulous, unquestioning"
sustain,verb,c1,/səˈsteɪn/,/səˈsteɪn/,to provide enough of what somebody/something needs in order to live or exist,Which planets can sustain life?,"Duy trì, Nuôi sống, Chống đỡ","maintain, nourish, uphold","undermine, deplete, impede"
swing,noun,c1,/swɪŋ/,/swɪŋ/,a swinging movement or rhythm,He took a wild swing at the ball.,"đu đưa, lắc lư, tiết tấu","oscillation, undulation, sway","stasis, immobility, rigidity"
swing,verb,c1,/swɪŋ/,/swɪŋ/,to move backwards or forwards or from side to side while hanging from a fixed point; to make something do this,His arms swung as he walked.,"đung đưa, lắc lư, đu đưa","oscillate, undulate, waver","stabilize, immobilize, anchor"
sword,noun,c1,/sɔːd/,/sɔːrd/,a weapon with a long metal blade (= sharp cutting part) and a handle,to draw/sheathe a sword (= to take it out of/put it into its cover),"Kiếm, Đao, Gươm","blade, rapier, saber","shield, firearm, bludgeon"
symbolic,adjective,c1,/sɪmˈbɒlɪk/,/sɪmˈbɑːlɪk/,"containing symbols, or being used as a symbol",He shook his fist in a symbolic gesture of defiance.,"tượng trưng, mang tính biểu tượng, có tính biểu tượng","emblematic, figurative, allegorical","verbatim, explicit, tangible"
syndrome,noun,c1,/ˈsɪndrəʊm/,/ˈsɪndrəʊm/,a set of physical conditions that show you have a particular disease or medical problem,PMS or premenstrual syndrome,"Hội chứng, Tập hợp triệu chứng, Phức hợp triệu chứng","disorder, malady, pathology","well-being, vigor, robustness"
synthesis,noun,c1,/ˈsɪnθəsɪs/,/ˈsɪnθəsɪs/,"the act of combining separate ideas, beliefs, styles, etc.; a mixture or combination of ideas, beliefs, styles, etc.","synthesis of A with B, the synthesis of art with everyday life","Tổng hợp, Kết hợp, Tổng hoà","amalgamation, integration, consolidation","disintegration, fragmentation, disaggregation"
systematic,adjective,c1,/ˌsɪstəˈmætɪk/,/ˌsɪstəˈmætɪk/,"done according to a system or plan, in a complete, efficient or determined way",a systematic approach to solving the problem,"Có hệ thống, Có phương pháp, Khoa học","methodical, structured, rigorous","haphazard, chaotic, erratic"
tackle,noun,c1,/ˈtækl/,/ˈtækl/,"an act of trying to take the ball from an opponent in football (soccer), hockey, etc.; an act of knocking somebody to the ground, for example in rugby or American football ",He was booked for a late tackle on Torres.,"Tranh bóng, Cướp bóng, Vật ngã","intercept, dispossess, subdue","yield, concede, relinquish"
tactic,noun,c1,/ˈtæktɪk/,/ˈtæktɪk/,the particular method you use to achieve something,They tried all kinds of tactics to get us to go.,"Chiến thuật, Thủ thuật, Mưu kế","strategy, maneuver, ploy","haphazardness, improvisation, spontaneity"
tactical,adjective,c1,/ˈtæktɪkl/,/ˈtæktɪkl/,connected with the particular method you use to achieve something,tactical planning,"Chiến thuật,Mang tính chiến thuật,Thuộc về chiến thuật","strategic, methodical, calculated","impulsive, haphazard, spontaneous"
taxpayer,noun,c1,/ˈtækspeɪə(r)/,/ˈtækspeɪər/,"a person who pays tax to the government, especially on the money that they earn",Hundreds of thousands of pounds of taxpayers' money (= money paid in taxes) have been spent on the project.,"Người đóng thuế, Người nộp thuế, Đối tượng nộp thuế","ratepayer, fiscal contributor, levy payer","tax evader, state beneficiary, welfare recipient"
tempt,verb,c1,/tempt/,/tempt/,"to attract somebody or make somebody want to do or have something, even if they know it is wrong","tempt somebody, I was tempted by the dessert menu.","Cám dỗ, Dụ dỗ, Quyến rũ","allure, entice, seduce","deter, dissuade, repel"
tenant,noun,c1,/ˈtenənt/,/ˈtenənt/,"a person who pays rent for the use of a room, building, land, etc. to the person who owns it",They had evicted their tenants for non-payment of rent.,"Người thuê, Người thuê nhà, Khách thuê","lessee, renter, occupant","landlord, lessor, proprietor"
tender,adjective,c1,/ˈtendə(r)/,/ˈtendər/,"kind, gentle and loving",tender words,"Dịu dàng, Hiền dịu, Nhân ái","Compassionate, Benevolent, Affectionate","Harsh, Callous, Ruthless"
tenure,noun,c1,/ˈtenjə(r)/,/ˈtenjər/,"the period of time when somebody holds an important job, especially a political one; the act of holding an important job",his four-year tenure as president,"Nhiệm kỳ, Thời gian tại nhiệm, Sự tại nhiệm","incumbency, stint, administration","ouster, deposition, abdication"
terminal,adjective,c1,/ˈtɜːmɪnl/,/ˈtɜːrmɪnl/,"that cannot be cured and will lead to death, often slowly",He has terminal lung cancer.,"Giai đoạn cuối, Vô phương cứu chữa, Bệnh nan y","fatal, lethal, mortal","curable, treatable, benign"
terminate,verb,c1,/ˈtɜːmɪneɪt/,/ˈtɜːrmɪneɪt/,to end; to make something end,Your contract of employment terminates in December.,"Chấm dứt, kết thúc, ngừng lại","cease, discontinue, conclude","initiate, commence, establish"
terrain,noun,c1,/təˈreɪn/,/təˈreɪn/,"used to refer to an area of land when you are mentioning its natural features, for example, if it is rough, flat, etc.",difficult/rough/mountainous terrain,"Địa hình, Đất đai, Vùng đất","landscape, topography, physiography","seascape, airspace, cityscape"
terrific,adjective,c1,/təˈrɪfɪk/,/təˈrɪfɪk/,excellent; wonderful,I feel absolutely terrific today!,"Tuyệt vời, Xuất sắc, Hết sẩy","superb, outstanding, magnificent","abysmal, dreadful, mediocre"
testify,verb,c1,/ˈtestɪfaɪ/,/ˈtestɪfaɪ/,"to make a statement that something happened or that something is true, especially as a witness in court","testify against somebody/something, She refused to testify against her husband.","Làm chứng, Khai báo, Chứng thực","attest, corroborate, substantiate","refute, contradict, gainsay"
testimony,noun,c1,/ˈtestɪməni/,/ˈtestɪməʊni/,a thing that shows that something else exists or is true,This increase in exports bears testimony to the successes of industry.,"Bằng chứng, Chứng cứ, Minh chứng","evidence, corroboration, substantiation","refutation, contradiction, disproof"
texture,noun,c1,/ˈtekstʃə(r)/,/ˈtekstʃər/,"the way a surface, substance or piece of cloth feels when you touch it, for example how rough, smooth, hard or soft it is",the soft texture of velvet,"kết cấu, cấu trúc, vân","Grain, Consistency, Structure","Homogeneity, Uniformity, Featurelessness"
thankfully,adverb,c1,/ˈθæŋkfəli/,/ˈθæŋkfəli/,used to show that you are pleased that something good has happened or that something bad has been avoided,"There was a fire in the building, but thankfully no one was hurt.","May mắn thay, Rất may là, Ơn trời","fortunately, mercifully, providentially","regrettably, lamentably, deplorably"
theatrical,adjective,c1,/θiˈætrɪkl/,/θiˈætrɪkl/,connected with the theatre,a theatrical agent,"Sân khấu, Kịch, Kịch nghệ","dramatic, histrionic, melodramatic","authentic, unfeigned, understated"
theology,noun,c1,/θiˈɒlədʒi/,/θiˈɑːlədʒi/,the study of religion and beliefs,a degree in theology,"Thần học, Khoa học tôn giáo, Tôn giáo học","divinity, religious studies, ecclesiastical studies","atheism, secularism, humanism"
theoretical,adjective,c1,/ˌθɪəˈretɪkl/,/ˌθiːəˈretɪkl/,"connected with the ideas and principles on which a particular subject is based, rather than with practice and experiment",a theoretical approach,"Lý thuyết, Mang tính lý thuyết, Thuần túy lý thuyết","abstract, conceptual, hypothetical","practical, empirical, applied"
thereafter,adverb,c1,/ˌðeərˈɑːftə(r)/,/ˌðerˈæftər/,after the time or event mentioned,She married at 17 and gave birth to her first child shortly thereafter.,"Sau đó, Kể từ đó, Từ đó trở đi","subsequently, thereupon, henceforth","previously, heretofore, antecedently"
thereby,adverb,c1,/ˌðeəˈbaɪ/,/ˌðerˈbaɪ/,used to introduce the result of the action or situation mentioned,"Regular exercise strengthens the heart, thereby reducing the risk of heart attack.","Do đó, Qua đó, Nhờ đó","consequently, hence, thus","notwithstanding, conversely, nonetheless"
thought-provoking,adjective,c1,/ˈθɔːt prəvəʊkɪŋ/,/ˈθɔːt prəvəʊkɪŋ/,making people think seriously about a particular subject or issue,a brilliant and thought-provoking play,"Gợi suy nghĩ, Kích thích tư duy, Đáng suy ngẫm","Stimulating, Provocative, Profound","Superficial, Trivial, Banal"
thoughtful,adjective,c1,/ˈθɔːtfl/,/ˈθɔːtfl/,"quiet, because you are thinking",He looked thoughtful.,"Trầm tư, Suy tư, Tư lự","pensive, contemplative, reflective","impulsive, rash, superficial"
thread,noun,c1,/θred/,/θred/,"a thin string of cotton, wool, silk, etc. used for sewing or making cloth",a needle and thread,"Chỉ, Sợi chỉ, Sợi","filament, fiber, strand","mass, bulk, fragment"
threshold,noun,c1,/ˈθreʃhəʊld/,/ˈθreʃhəʊld/,"the floor or ground at the bottom of a doorway, considered as the entrance to a building or room",He stepped across the threshold.,"Ngưỡng cửa, Bậc cửa, Bậu cửa","portal, vestibule, ingress","egress, sanctum, recess"
thrilled,adjective,c1,/θrɪld/,/θrɪld/,very excited and pleased,‘Are you pleased?’ ‘I'm thrilled.’,"Phấn khích, Vui sướng, Hân hoan","elated, ecstatic, jubilant","despondent, dejected, morose"
thrive,verb,c1,/θraɪv/,/θraɪv/,"to become, and continue to be, successful, strong, healthy, etc.",New businesses thrive in this area.,"Thịnh vượng, Phát triển mạnh mẽ, Phồn vinh","flourish, prosper, burgeon","languish, deteriorate, wither"
